Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z
 0.008139,-9.644487,-0.062967,0.001757,-0.000030,0.001754
 -0.011808,-9.624961,-0.052226,0.001757,-0.000030,0.001754
 -0.011808,-9.624961,-0.052226,0.000012,0.003461,-0.003482
 -0.011816,-9.624851,-0.082167,0.000012,0.003461,-0.003482
 -0.011881,-9.604978,-0.052127,0.000012,0.003461,-0.003482
 -0.011881,-9.604978,-0.052127,0.000012,0.003461,0.000008
 0.008134,-9.644415,-0.082928,0.000012,0.003461,0.000008
 0.008134,-9.644415,-0.082928,0.000012,0.003461,0.000008
 -0.011743,-9.644835,-0.082267,0.000012,0.003461,0.000008
 -0.011743,-9.644835,-0.082267,0.003502,-0.003520,0.000008
 -0.031760,-9.605359,-0.061446,0.003502,-0.003520,0.000008
 -0.031760,-9.605359,-0.061446,0.005248,0.005206,0.000008
 0.008141,-9.644525,-0.052987,0.005248,0.005206,0.000008
 -0.011743,-9.644835,-0.082267,0.005248,0.005206,0.000008
 -0.011743,-9.644835,-0.082267,0.003502,-0.001775,0.000008
 -0.011811,-9.624924,-0.062207,0.003502,-0.001775,0.000008
 -0.011811,-9.624924,-0.062207,0.000012,0.003461,0.000008
 -0.031687,-9.625342,-0.061546,0.000012,0.003461,0.000008
 -0.031687,-9.625342,-0.061546,0.000012,0.006952,0.000008
 0.007995,-9.604558,-0.052787,0.000012,0.006952,0.000008
 0.007995,-9.604558,-0.052787,0.003502,0.001716,0.000008
 -0.051483,-9.645855,-0.031045,0.003502,0.001716,0.000008
 0.008004,-9.604705,-0.012866,0.003502,0.001716,0.000008
 0.008004,-9.604705,-0.012866,0.000012,-0.001775,0.001754
 -0.011811,-9.624924,-0.062207,0.000012,-0.001775,0.001754
 -0.011811,-9.624924,-0.062207,-0.003479,-0.003520,-0.003482
 0.007992,-9.604521,-0.062767,-0.003479,-0.003520,-0.003482
 0.007992,-9.604521,-0.062767,-0.003479,-0.001775,0.000008
 -0.011738,-9.644907,-0.062306,-0.003479,-0.001775,0.000008
 -0.011738,-9.644907,-0.062306,-0.001734,-0.001775,0.000008
 0.008066,-9.624504,-0.062867,-0.001734,-0.001775,0.000008
 -0.031614,-9.645326,-0.061646,-0.001734,-0.001775,0.000008
 -0.031614,-9.645326,-0.061646,0.000012,-0.005266,0.000008
 0.008073,-9.624615,-0.032926,0.000012,-0.005266,0.000008
 0.008073,-9.624615,-0.032926,-0.005224,-0.005266,0.000008
 -0.031687,-9.625342,-0.061546,-0.005224,-0.005266,0.000008
 -0.031687,-9.625342,-0.061546,-0.005224,-0.010502,0.000008
 0.008129,-9.644341,-0.102888,-0.005224,-0.010502,0.000008
 0.008129,-9.644341,-0.102888,-0.003479,-0.022719,0.000008
 0.008056,-9.624358,-0.102788,-0.003479,-0.022719,0.000008
 0.008275,-9.684308,-0.103088,-0.003479,-0.022719,0.000008
 0.008275,-9.684308,-0.103088,0.000012,-0.052389,0.000008
 -0.071253,-9.666771,0.109240,0.000012,-0.052389,0.000008
 -0.071253,-9.666771,0.109240,0.008738,-0.059371,0.000008
 -0.011799,-9.625108,-0.012305,0.008738,-0.059371,0.000008
 -0.011799,-9.625108,-0.012305,0.000012,-0.013992,0.000008
 -0.011816,-9.624851,-0.082167,0.000012,-0.013992,0.000008
 0.008066,-9.624504,-0.062867,0.000012,-0.013992,0.000008
 0.008066,-9.624504,-0.062867,0.001757,0.001716,0.003499
 -0.011811,-9.624924,-0.062207,0.001757,0.001716,0.003499
 -0.011811,-9.624924,-0.062207,0.003502,0.005206,-0.001737
 -0.011743,-9.644835,-0.082267,0.003502,0.005206,-0.001737
 -0.011743,-9.644835,-0.082267,0.001757,-0.000030,0.005244
 -0.011743,-9.644835,-0.082267,0.001757,-0.000030,0.005244
 -0.011743,-9.644835,-0.082267,0.005248,-0.000030,-0.001737
 -0.011738,-9.644907,-0.062306,0.005248,-0.000030,-0.001737
 -0.011811,-9.624924,-0.062207,0.005248,-0.000030,-0.001737
 -0.011811,-9.624924,-0.062207,0.001757,-0.003520,0.001754
 -0.011743,-9.644835,-0.082267,0.001757,-0.003520,0.001754
 -0.011743,-9.644835,-0.082267,0.005248,-0.000030,0.001754
 -0.011884,-9.604940,-0.062107,0.005248,-0.000030,0.001754
 -0.011884,-9.604940,-0.062107,0.012229,0.001716,0.001754
 0.008139,-9.644487,-0.062967,0.012229,0.001716,0.001754
 0.008139,-9.644487,-0.062967,0.010484,-0.000030,0.001754
 -0.011884,-9.604940,-0.062107,0.010484,-0.000030,0.001754
 0.008141,-9.644525,-0.052987,0.010484,-0.000030,0.001754
 0.008141,-9.644525,-0.052987,0.012229,0.003461,0.001754
 -0.031612,-9.645363,-0.051666,0.012229,0.003461,0.001754
 -0.031612,-9.645363,-0.051666,0.010484,0.006952,0.003499
 -0.031614,-9.645326,-0.061646,0.010484,0.006952,0.003499
 -0.031614,-9.645326,-0.061646,0.013974,-0.000030,0.005244
 0.008139,-9.644487,-0.062967,0.013974,-0.000030,0.005244
 0.008139,-9.644487,-0.062967,0.012229,-0.000030,0.005244
 -0.031685,-9.625380,-0.051566,0.012229,-0.000030,0.005244
 -0.031833,-9.585376,-0.061347,0.012229,-0.000030,0.005244
 -0.031833,-9.585376,-0.061347,0.019210,0.001716,0.005244
 -0.031744,-9.605616,0.008416,0.019210,0.001716,0.005244
 -0.031744,-9.605616,0.008416,0.008738,-0.001775,0.003499
 -0.031680,-9.625453,-0.031605,0.008738,-0.001775,0.003499
 -0.031680,-9.625453,-0.031605,0.000012,0.003461,-0.001737
 -0.031680,-9.625453,-0.031605,0.000012,0.003461,-0.001737
 -0.031680,-9.625453,-0.031605,-0.008715,0.001716,0.000008
 -0.011731,-9.645018,-0.032366,-0.008715,0.001716,0.000008
 -0.011804,-9.625034,-0.032266,-0.008715,0.001716,0.000008
 -0.011804,-9.625034,-0.032266,-0.013951,-0.000030,-0.005228
 -0.011804,-9.625034,-0.032266,-0.015696,-0.000030,-0.005228
 -0.031685,-9.625380,-0.051566,-0.015696,-0.000030,-0.005228
 -0.011808,-9.624961,-0.052226,-0.015696,-0.000030,-0.005228
 -0.011808,-9.624961,-0.052226,-0.024423,0.001716,-0.006973
 0.028078,-9.663906,-0.103648,-0.024423,0.001716,-0.006973
 0.028078,-9.663906,-0.103648,-0.019187,-0.000030,-0.010464
 0.008056,-9.624358,-0.102788,-0.019187,-0.000030,-0.010464
 -0.011811,-9.624924,-0.062207,-0.019187,-0.000030,-0.010464
 -0.011811,-9.624924,-0.062207,-0.017442,0.006952,-0.003482
 0.008068,-9.624541,-0.052887,-0.017442,0.006952,-0.003482
 0.008068,-9.624541,-0.052887,-0.012206,0.001716,-0.005228
 0.008134,-9.644415,-0.082928,-0.012206,0.001716,-0.005228
 0.008134,-9.644415,-0.082928,-0.012206,0.001716,-0.006973
 -0.031687,-9.625342,-0.061546,-0.012206,0.001716,-0.006973
 -0.031687,-9.625342,-0.061546,-0.010460,0.006952,0.000008
 0.007992,-9.604521,-0.062767,-0.010460,0.006952,0.000008
 0.008212,-9.664471,-0.063067,-0.010460,0.006952,0.000008
 0.008212,-9.664471,-0.063067,-0.003479,0.005206,-0.001737
 0.008134,-9.644415,-0.082928,-0.003479,0.005206,-0.001737
 0.008134,-9.644415,-0.082928,-0.003479,0.005206,0.000008
 0.007922,-9.584575,-0.052687,-0.003479,0.005206,0.000008
 0.007922,-9.584575,-0.052687,0.000012,0.001716,0.000008
 -0.031826,-9.585486,-0.031406,0.000012,0.001716,0.000008
 -0.031826,-9.585486,-0.031406,0.000012,-0.000030,0.000008
 -0.031680,-9.625453,-0.031605,0.000012,-0.000030,0.000008
 -0.011877,-9.605051,-0.032166,0.000012,-0.000030,0.000008
 -0.011877,-9.605051,-0.032166,-0.001734,-0.000030,-0.001737
 -0.011811,-9.624924,-0.062207,-0.001734,-0.000030,-0.001737
 -0.011811,-9.624924,-0.062207,-0.001734,0.001716,0.000008
 -0.011816,-9.624851,-0.082167,-0.001734,0.001716,0.000008
 -0.011816,-9.624851,-0.082167,-0.003479,0.008697,-0.001737
 -0.011884,-9.604940,-0.062107,-0.003479,0.008697,-0.001737
 -0.011877,-9.605051,-0.032166,-0.003479,0.008697,-0.001737
 -0.011877,-9.605051,-0.032166,-0.001734,-0.003520,0.000008
 0.007992,-9.604521,-0.062767,-0.001734,-0.003520,0.000008
 0.007992,-9.604521,-0.062767,0.000012,-0.000030,0.000008
 0.008073,-9.624615,-0.032926,0.000012,-0.000030,0.000008
 0.008073,-9.624615,-0.032926,-0.001734,0.003461,-0.001737
 -0.011820,-9.624778,-0.102128,-0.001734,0.003461,-0.001737
 -0.011820,-9.624778,-0.102128,-0.008715,-0.001775,-0.001737
 -0.011877,-9.605051,-0.032166,-0.008715,-0.001775,-0.001737
 0.027937,-9.624013,-0.083488,-0.008715,-0.001775,-0.001737
 0.027937,-9.624013,-0.083488,-0.012206,-0.003520,-0.003482
 0.027937,-9.624013,-0.083488,-0.012206,0.005206,-0.006973
 0.008212,-9.664471,-0.063067,-0.012206,0.005206,-0.006973
 -0.011816,-9.624851,-0.082167,-0.012206,0.005206,-0.006973
 -0.011816,-9.624851,-0.082167,-0.010460,-0.000030,-0.003482
 0.008134,-9.644415,-0.082928,-0.010460,-0.000030,-0.003482
 0.008134,-9.644415,-0.082928,-0.012206,-0.001775,0.000008
 -0.011816,-9.624851,-0.082167,-0.012206,-0.001775,0.000008
 -0.031760,-9.605359,-0.061446,-0.012206,-0.001775,0.000008
 -0.031760,-9.605359,-0.061446,-0.008715,-0.000030,0.000008
 -0.011889,-9.604868,-0.082067,-0.008715,-0.000030,0.000008
 -0.011889,-9.604868,-0.082067,-0.005224,-0.000030,0.000008
 0.007988,-9.604448,-0.082728,-0.005224,-0.000030,0.000008
 0.007988,-9.604448,-0.082728,0.000012,0.001716,0.000008
 -0.011816,-9.624851,-0.082167,0.000012,0.001716,0.000008
 -0.011816,-9.624851,-0.082167,-0.001734,-0.001775,0.000008
 -0.011811,-9.624924,-0.062207,-0.001734,-0.001775,0.000008
 0.008066,-9.624504,-0.062867,-0.001734,-0.001775,0.000008
 0.008066,-9.624504,-0.062867,0.000012,-0.001775,-0.001737
 -0.011738,-9.644907,-0.062306,0.000012,-0.001775,-0.001737
 -0.011738,-9.644907,-0.062306,0.000012,0.012188,0.000008
 -0.011889,-9.604868,-0.082067,0.000012,0.012188,0.000008
 -0.011889,-9.604868,-0.082067,0.000012,-0.000030,0.000008
 -0.011811,-9.624924,-0.062207,0.000012,-0.000030,0.000008
 0.008134,-9.644415,-0.082928,0.000012,0.005206,0.000008
 -0.031770,-9.605213,-0.101367,0.000012,0.005206,0.000008
 -0.031770,-9.605213,-0.101367,0.000012,0.005206,0.000008
 -0.031612,-9.645363,-0.051666,0.000012,0.005206,0.000008
 -0.031612,-9.645363,-0.051666,0.000012,0.001716,0.000008
 -0.031697,-9.625196,-0.101467,0.000012,0.001716,0.000008
 -0.031697,-9.625196,-0.101467,0.000012,0.005206,-0.001737
 -0.011811,-9.624924,-0.062207,0.000012,0.005206,-0.001737
 -0.011816,-9.624851,-0.082167,0.003502,0.005206,-0.003482
 0.008051,-9.624285,-0.122749,0.003502,0.005206,-0.003482
 0.008051,-9.624285,-0.122749,0.000012,-0.000030,0.000008
 -0.031675,-9.625526,-0.011645,0.000012,-0.000030,0.000008
 -0.031675,-9.625526,-0.011645,0.005248,0.003461,0.000008
 -0.011820,-9.624778,-0.102128,0.005248,0.003461,0.000008
 -0.011820,-9.624778,-0.102128,0.000012,-0.000030,0.000008
 -0.011816,-9.624851,-0.082167,0.000012,-0.000030,0.000008
 -0.011808,-9.624961,-0.052226,-0.001734,0.005206,0.000008
 0.028015,-9.644069,-0.063627,-0.001734,0.005206,0.000008
 0.028015,-9.644069,-0.063627,-0.001734,0.005206,0.000008
 0.007995,-9.604558,-0.052787,-0.001734,0.005206,0.000008
 0.007995,-9.604558,-0.052787,-0.003479,0.005206,-0.001737
 -0.011877,-9.605051,-0.032166,-0.003479,0.005206,-0.001737
 -0.011877,-9.605051,-0.032166,-0.005224,0.005206,-0.001737
 0.008068,-9.624541,-0.052887,-0.005224,0.005206,-0.001737
 0.028010,-9.643996,-0.083588,0.000012,-0.000030,0.000008
 0.007995,-9.604558,-0.052787,0.000012,-0.000030,0.000008
 0.007995,-9.604558,-0.052787,-0.005224,-0.000030,-0.003482
 -0.051561,-9.625798,-0.050905,-0.005224,-0.000030,-0.003482
 -0.051561,-9.625798,-0.050905,0.000012,0.008697,0.000008
 -0.011884,-9.604940,-0.062107,0.000012,0.008697,0.000008
 -0.011884,-9.604940,-0.062107,0.000012,0.003461,-0.001737
 -0.011743,-9.644835,-0.082267,0.000012,0.003461,-0.001737
 -0.011816,-9.624851,-0.082167,0.000012,0.005206,0.000008
 0.008061,-9.624432,-0.082828,0.000012,0.005206,0.000008
 0.008061,-9.624432,-0.082828,0.000012,-0.000030,-0.001737
 -0.011665,-9.664890,-0.062406,0.000012,-0.000030,-0.001737
 -0.011665,-9.664890,-0.062406,-0.003479,-0.000030,-0.001737
 -0.011738,-9.644907,-0.062306,-0.003479,-0.000030,-0.001737
 -0.011738,-9.644907,-0.062306,-0.001734,-0.000030,-0.003482
 -0.011735,-9.644944,-0.052326,-0.001734,-0.000030,-0.003482
 -0.031541,-9.665309,-0.061746,0.001757,-0.000030,0.001754
 -0.011808,-9.624961,-0.052226,0.001757,-0.000030,0.001754
 -0.011808,-9.624961,-0.052226,-0.003479,0.005206,-0.006973
 0.008061,-9.624432,-0.082828,-0.003479,0.005206,-0.006973
 0.008061,-9.624432,-0.082828,0.000012,-0.005266,0.000008
 -0.011811,-9.624924,-0.062207,0.000012,-0.005266,0.000008
 -0.011811,-9.624924,-0.062207,0.000012,-0.001775,0.000008
 0.008141,-9.644525,-0.052987,0.000012,-0.001775,0.000008
 -0.011816,-9.624851,-0.082167,0.000012,-0.001775,0.000008
 -0.011816,-9.624851,-0.082167,0.000012,0.003461,0.000008
 0.047821,-9.623704,-0.054208,0.000012,0.003461,0.000008
 0.047821,-9.623704,-0.054208,-0.001734,-0.000030,0.000008
 0.007988,-9.604448,-0.082728,-0.001734,-0.000030,0.000008
 -0.011884,-9.604940,-0.062107,0.000012,-0.000030,0.000008
 -0.011884,-9.604940,-0.062107,0.001757,-0.000030,0.000008
 -0.011811,-9.624924,-0.062207,0.001757,-0.000030,0.000008
 0.027942,-9.624085,-0.063528,0.000012,0.003461,0.000008
 -0.011893,-9.604795,-0.102028,0.000012,0.003461,0.000008
 0.008146,-9.644598,-0.033026,0.001757,0.005206,0.000008
 -0.011811,-9.624924,-0.062207,0.001757,0.005206,0.000008
 -0.011811,-9.624924,-0.062207,0.000012,-0.000030,0.003499
 0.008068,-9.624541,-0.052887,0.000012,-0.000030,0.003499
 0.008068,-9.624541,-0.052887,0.000012,0.001716,0.000008
 0.008061,-9.624432,-0.082828,0.000012,0.001716,0.000008
 0.028015,-9.644069,-0.063627,0.000012,-0.000030,0.000008
 0.047818,-9.623667,-0.064188,0.000012,-0.000030,0.000008
 0.047818,-9.623667,-0.064188,-0.003479,-0.000030,-0.001737
 -0.011808,-9.624961,-0.052226,-0.005224,0.001716,0.000008
 -0.031758,-9.605396,-0.051466,-0.003479,-0.000030,-0.003482
 -0.031539,-9.665346,-0.051765,-0.003479,-0.000030,-0.003482
 -0.011811,-9.624924,-0.062207,-0.003479,-0.000030,-0.003482
 -0.011811,-9.624924,-0.062207,-0.006970,0.003461,0.000008
 -0.011738,-9.644907,-0.062306,-0.008715,0.001716,-0.001737
 0.008141,-9.644525,-0.052987,-0.008715,0.001716,-0.001737
 -0.031692,-9.625270,-0.081507,-0.008715,0.005206,-0.003482
 -0.031692,-9.625270,-0.081507,-0.012206,0.005206,-0.005228
 -0.011808,-9.624961,-0.052226,-0.012206,0.005206,-0.005228
 -0.011811,-9.624924,-0.062207,-0.008715,0.003461,0.000008
 -0.031534,-9.665420,-0.031805,-0.008715,0.003461,0.000008
 -0.031534,-9.665420,-0.031805,-0.005224,0.008697,-0.005228
 0.008141,-9.644525,-0.052987,-0.005224,0.008697,-0.005228
 0.008141,-9.644525,-0.052987,-0.008715,0.005206,0.000008
 0.007992,-9.604521,-0.062767,-0.008715,0.005206,0.000008
 0.007992,-9.604521,-0.062767,-0.005224,0.015678,-0.001737
 -0.011945,-9.585141,-0.012106,-0.005224,0.015678,-0.001737
 -0.011808,-9.624961,-0.052226,-0.005224,0.015678,-0.001737
 -0.011808,-9.624961,-0.052226,-0.005224,0.012188,-0.001737
 -0.011881,-9.604978,-0.052127,-0.005224,0.012188,-0.001737
 -0.011881,-9.604978,-0.052127,-0.005224,0.024405,-0.003482
 -0.011665,-9.664890,-0.062406,-0.005224,0.024405,-0.003482
 -0.011665,-9.664890,-0.062406,-0.012206,0.031386,-0.001737
 0.008046,-9.624211,-0.142709,-0.012206,0.031386,-0.001737
 -0.031687,-9.625342,-0.061546,-0.003479,0.019169,0.000008
 -0.031539,-9.665346,-0.051765,-0.003479,0.019169,0.000008
 -0.031539,-9.665346,-0.051765,-0.003479,0.017424,0.000008
 -0.031675,-9.625526,-0.011645,-0.003479,0.017424,0.000008
 -0.031675,-9.625526,-0.011645,0.000012,0.019169,-0.003482
 -0.051634,-9.605815,-0.050806,0.000012,0.019169,-0.003482
 -0.051634,-9.605815,-0.050806,-0.003479,0.031386,0.000008
 0.007978,-9.604301,-0.122649,-0.003479,0.031386,0.000008
 0.047721,-9.603317,-0.163891,-0.003479,0.031386,0.000008
 0.047721,-9.603317,-0.163891,0.000012,0.027896,0.000008
 -0.031765,-9.605287,-0.081407,0.000012,0.027896,0.000008
 -0.031765,-9.605287,-0.081407,-0.003479,0.010442,-0.001737
 -0.011670,-9.664818,-0.082367,-0.003479,0.010442,-0.001737
 -0.011670,-9.664818,-0.082367,-0.003479,0.005206,0.000008
 0.027937,-9.624013,-0.083488,-0.003479,0.005206,0.000008
 0.027937,-9.624013,-0.083488,-0.005224,-0.000030,-0.001737
 -0.011811,-9.624924,-0.062207,-0.005224,-0.000030,-0.001737
 -0.011811,-9.624924,-0.062207,-0.003479,-0.000030,0.000008
 -0.011743,-9.644835,-0.082267,-0.003479,-0.000030,0.000008
 -0.011670,-9.664818,-0.082367,-0.003479,-0.000030,0.000008
 -0.011670,-9.664818,-0.082367,-0.006970,-0.000030,-0.001737
 0.008066,-9.624504,-0.062867,-0.006970,-0.000030,-0.001737
 0.008066,-9.624504,-0.062867,-0.001734,0.006952,0.000008
 0.007988,-9.604448,-0.082728,-0.001734,0.006952,0.000008
 0.007988,-9.604448,-0.082728,-0.003479,-0.000030,-0.005228
 -0.031760,-9.605359,-0.061446,-0.003479,-0.000030,-0.005228
 -0.031760,-9.605359,-0.061446,-0.003479,0.003461,0.000008
 -0.051568,-9.625689,-0.080846,-0.003479,0.003461,0.000008
 -0.051561,-9.625798,-0.050905,-0.003479,0.003461,0.000008
 -0.051561,-9.625798,-0.050905,0.000012,0.005206,0.000008
 -0.031619,-9.645253,-0.081607,0.000012,0.005206,0.000008
 -0.031619,-9.645253,-0.081607,0.001757,0.003461,0.000008
 0.027871,-9.604139,-0.053448,0.001757,0.003461,0.000008
 0.027871,-9.604139,-0.053448,0.003502,-0.001775,0.000008
 0.028005,-9.643923,-0.103549,0.003502,-0.001775,0.000008
 0.028005,-9.643923,-0.103549,0.003502,-0.000030,0.000008
 -0.011881,-9.604978,-0.052127,0.003502,-0.000030,0.000008
 -0.011743,-9.644835,-0.082267,0.003502,-0.000030,0.000008
 -0.011743,-9.644835,-0.082267,0.006993,0.005206,0.000008
 -0.011889,-9.604868,-0.082067,0.006993,0.005206,0.000008
 -0.011889,-9.604868,-0.082067,0.010484,-0.001775,0.001754
 -0.011738,-9.644907,-0.062306,0.010484,-0.001775,0.001754
 -0.011738,-9.644907,-0.062306,0.005248,0.001716,0.003499
 -0.031539,-9.665346,-0.051765,0.005248,0.001716,0.003499
 -0.031541,-9.665309,-0.061746,0.005248,0.001716,0.003499
 -0.031541,-9.665309,-0.061746,0.000012,-0.001775,0.000008
 -0.071433,-9.626291,-0.030284,0.000012,-0.001775,0.000008
 -0.071433,-9.626291,-0.030284,0.000012,0.005206,0.001754
 -0.031612,-9.645363,-0.051666,0.000012,0.005206,0.001754
 -0.031612,-9.645363,-0.051666,0.000012,0.012188,0.001754
 -0.011726,-9.645091,-0.012405,0.000012,0.012188,0.001754
 -0.011726,-9.645091,-0.012405,0.001757,0.020914,0.001754
 0.047799,-9.623374,-0.144030,0.001757,0.020914,0.001754
 0.007978,-9.604301,-0.122649,0.001757,0.020914,0.001754
 0.007978,-9.604301,-0.122649,0.003502,0.019169,0.001754
 -0.011738,-9.644907,-0.062306,0.003502,0.019169,0.001754
 -0.011738,-9.644907,-0.062306,0.005248,0.005206,0.003499
 0.027937,-9.624013,-0.083488,0.005248,0.005206,0.003499
 0.027937,-9.624013,-0.083488,0.000012,0.005206,0.000008
 -0.051561,-9.625798,-0.050905,0.000012,0.005206,0.000008
 -0.051561,-9.625798,-0.050905,0.001757,0.001716,0.000008
 0.027949,-9.624196,-0.033587,0.001757,0.001716,0.000008
 -0.031607,-9.645436,-0.031705,0.001757,0.001716,0.000008
 -0.031607,-9.645436,-0.031705,0.001757,0.005206,-0.001737
 0.008066,-9.624504,-0.062867,0.001757,0.005206,-0.001737
 0.008066,-9.624504,-0.062867,-0.005224,-0.000030,0.000008
 0.008139,-9.644487,-0.062967,-0.005224,-0.000030,0.000008
 0.008139,-9.644487,-0.062967,-0.003479,0.001716,0.000008
 -0.011747,-9.644761,-0.102228,-0.003479,0.001716,0.000008
 -0.011747,-9.644761,-0.102228,-0.003479,-0.003520,0.000008
 0.008066,-9.624504,-0.062867,-0.003479,-0.003520,0.000008
 -0.031541,-9.665309,-0.061746,-0.003479,-0.003520,0.000008
 -0.031541,-9.665309,-0.061746,-0.001734,0.001716,-0.001737
 -0.051464,-9.646148,0.048798,-0.001734,0.001716,-0.001737
 -0.051464,-9.646148,0.048798,0.000012,0.012188,0.000008
 -0.071473,-9.606821,0.109539,0.000012,0.012188,0.000008
 -0.071473,-9.606821,0.109539,0.001757,0.031386,0.000008
 -0.150853,-9.629286,0.331648,0.001757,0.031386,0.000008
 -0.150853,-9.629286,0.331648,0.001757,0.068038,0.001754
 -0.131122,-9.588900,0.331187,0.001757,0.068038,0.001754
 -0.011712,-9.645310,0.047477,0.001757,0.068038,0.001754
 -0.011712,-9.645310,0.047477,0.001757,0.120398,0.000008
 0.127325,-9.640876,-0.366338,0.001757,0.120398,0.000008
 0.127325,-9.640876,-0.366338,-0.003479,0.141342,-0.003482
 -0.031593,-9.645656,0.028177,-0.003479,0.141342,-0.003482
 -0.031593,-9.645656,0.028177,0.005248,0.111672,0.000008
 0.028010,-9.643996,-0.083588,0.005248,0.111672,0.000008
 0.028010,-9.643996,-0.083588,0.000012,0.108181,0.000008
 0.008160,-9.644817,0.026856,0.000012,0.108181,0.000008
 0.127325,-9.640876,-0.366338,0.000012,0.108181,0.000008
 0.127325,-9.640876,-0.366338,0.000012,0.102945,0.005244
 0.027913,-9.623646,-0.183291,0.000012,0.102945,0.005244
 0.027913,-9.623646,-0.183291,0.000012,0.076765,-0.001737
 -0.091174,-9.647646,0.229764,0.000012,0.076765,-0.001737
 -0.091174,-9.647646,0.229764,-0.003479,0.068038,0.000008
 -0.130913,-9.648703,0.290966,-0.003479,0.068038,0.000008
 -0.130913,-9.648703,0.290966,-0.005224,0.115162,-0.001737
 0.067496,-9.582476,-0.284215,-0.005224,0.115162,-0.001737
 0.276201,-9.615845,-0.890167,-0.005224,0.115162,-0.001737
 0.276201,-9.615845,-0.890167,-0.012206,0.104690,-0.005228
 0.008042,-9.624138,-0.162670,-0.012206,0.104690,-0.005228
 0.008042,-9.624138,-0.162670,-0.006970,0.031386,0.000008
 0.027932,-9.623940,-0.103449,-0.006970,0.031386,0.000008
 0.027932,-9.623940,-0.103449,-0.001734,0.001716,-0.001737
 0.008068,-9.624541,-0.052887,-0.001734,0.001716,-0.001737
 -0.011816,-9.624851,-0.082167,-0.001734,0.001716,-0.001737
