[1625016161.205533] accel,-2.930382,-10.509820,1.118646,gyro,-0.506134,0.317620,1.996665
[1625016161.206922] accel,-2.930382,-10.509820,1.118646,gyro,-0.483444,0.164031,2.043789
[1625016161.210628] accel,-3.100010,-10.323757,1.185090,gyro,-0.483444,0.164031,2.043789
[1625016161.211548] accel,-3.221646,-9.676737,1.172337,gyro,-0.483444,0.164031,2.043789
[1625016161.215002] accel,-3.221646,-9.676737,1.172337,gyro,-0.422358,-0.000030,2.113602
[1625016161.216199] accel,-3.342512,-9.249022,1.018761,gyro,-0.422358,-0.000030,2.113602
[1625016161.218882] accel,-3.342512,-9.249022,1.018761,gyro,-0.342073,-0.123948,2.169453
[1625016161.221543] accel,-3.204291,-8.996297,1.015386,gyro,-0.342073,-0.123948,2.169453
[1625016161.223917] accel,-3.204291,-8.996297,1.015386,gyro,-0.270514,-0.183289,2.160726
[1625016161.225544] accel,-3.303945,-8.918751,1.098930,gyro,-0.270514,-0.183289,2.160726
[1625016161.226803] accel,-3.303945,-8.918751,1.098930,gyro,-0.321129,-0.219941,2.110111
[1625016161.230431] accel,-3.871505,-8.659411,0.709910,gyro,-0.373489,-0.265320,2.127565
[1625016161.239313] accel,-3.871505,-8.659411,0.709910,gyro,-0.431085,-0.303717,2.160726
[1625016161.240290] accel,-3.790550,-9.066662,0.505616,gyro,-0.431085,-0.303717,2.160726
[1625016161.242727] accel,-3.790550,-9.066662,0.505616,gyro,-0.455519,-0.347350,2.150254
[1625016161.245476] accel,-3.790449,-9.105932,0.315791,gyro,-0.455519,-0.347350,2.150254
[1625016161.246729] accel,-3.999184,-9.109818,0.183003,gyro,-0.401414,-0.406691,2.178179
[1625016161.250844] accel,-4.196470,-9.523376,0.107719,gyro,-0.401414,-0.406691,2.178179
[1625016161.254979] accel,-4.196470,-9.523376,0.107719,gyro,-0.310657,-0.459051,2.181670
[1625016161.255783] accel,-4.285711,-9.584953,0.040530,gyro,-0.310657,-0.459051,2.181670
[1625016161.258551] accel,-4.285711,-9.584953,0.040530,gyro,-0.244334,-0.530610,2.111857
[1625016161.260320] accel,-4.346492,-9.266733,0.113971,gyro,-0.244334,-0.530610,2.111857
[1625016161.262579] accel,-4.346492,-9.266733,0.113971,gyro,-0.179757,-0.574243,2.125819
[1625016161.265909] accel,-4.179348,-8.773322,0.040940,gyro,-0.179757,-0.574243,2.125819
[1625016161.266701] accel,-4.179348,-8.773322,0.040940,gyro,-0.176266,-0.593441,2.138037
[1625016161.271767] accel,-4.140341,-8.562988,0.130490,gyro,-0.176266,-0.593441,2.138037
[1625016161.274943] accel,-4.180635,-8.404618,0.312254,gyro,-0.209428,-0.593441,2.136291
[1625016161.276111] accel,-4.329309,-8.508190,0.456433,gyro,-0.294949,-0.569007,2.131055
[1625016161.282207] accel,-4.409946,-8.200123,0.460622,gyro,-0.294949,-0.569007,2.131055
[1625016161.282926] accel,-4.409946,-8.200123,0.460622,gyro,-0.404905,-0.528864,2.106621
[1625016161.290171] accel,-4.221820,-7.996785,0.585089,gyro,-0.417122,-0.504430,2.043789
[1625016161.291008] accel,-4.431314,-7.772107,0.792778,gyro,-0.417122,-0.504430,2.043789
[1625016161.297539] accel,-4.411059,-7.871825,0.851500,gyro,-0.368253,-0.466032,2.019354
[1625016161.298435] accel,-4.411059,-7.871825,0.851500,gyro,-0.303676,-0.422399,1.963504
[1625016161.300518] accel,-4.509879,-8.024015,0.913936,gyro,-0.303676,-0.422399,1.963504
[1625016161.302146] accel,-4.738790,-7.938835,0.902020,gyro,-0.256552,-0.392729,1.893690
[1625016161.310366] accel,-4.957994,-7.802752,0.690418,gyro,-0.267024,-0.364803,1.871001
[1625016161.311104] accel,-5.267487,-7.438637,0.452996,gyro,-0.267024,-0.364803,1.871001
[1625016161.314160] accel,-5.267487,-7.438637,0.452996,gyro,-0.296694,-0.347350,1.888454
[1625016161.318092] accel,-5.507191,-7.142484,0.073188,gyro,-0.296694,-0.347350,1.888454
[1625016161.318758] accel,-5.983614,-7.331656,-0.111463,gyro,-0.226881,-0.361313,1.930342
[1625016161.323382] accel,-5.983614,-7.331656,-0.111463,gyro,-0.148341,-0.427635,1.998410
[1625016161.325410] accel,-6.141331,-7.703820,-0.347553,gyro,-0.148341,-0.427635,1.998410
[1625016161.326176] accel,-5.890615,-8.327476,-0.518638,gyro,-0.148341,-0.427635,1.998410
[1625016161.330261] accel,-5.890615,-8.327476,-0.518638,gyro,-0.195465,-0.530610,2.047280
[1625016161.330959] accel,-5.668362,-9.293162,-0.231336,gyro,-0.195465,-0.530610,2.047280
[1625016161.334127] accel,-5.668362,-9.293162,-0.231336,gyro,-0.312402,-0.567262,2.073459
[1625016161.338948] accel,-5.566311,-10.001651,0.081186,gyro,-0.312402,-0.567262,2.073459
[1625016161.339592] accel,-5.566311,-10.001651,0.081186,gyro,-0.457265,-0.521883,2.076950
[1625016161.340214] accel,-5.663707,-10.524670,0.451164,gyro,-0.457265,-0.521883,2.076950
[1625016161.343244] accel,-5.743002,-10.567302,0.723074,gyro,-0.511370,-0.429381,2.056006
[1625016161.350439] accel,-5.703527,-10.467903,1.091522,gyro,-0.403159,-0.342114,2.049025
[1625016161.351136] accel,-5.356383,-10.251882,1.390400,gyro,-0.403159,-0.342114,2.049025
[1625016161.354016] accel,-5.356383,-10.251882,1.390400,gyro,-0.153577,-0.310698,2.082186
[1625016161.355379] accel,-4.909245,-10.184668,1.964674,gyro,-0.153577,-0.310698,2.082186
[1625016161.357884] accel,-4.909245,-10.184668,1.964674,gyro,0.198979,-0.291500,2.145018
[1625016161.360372] accel,-5.049373,-9.898829,2.240213,gyro,0.198979,-0.291500,2.145018
[1625016161.365294] accel,-5.299487,-9.454184,2.180853,gyro,0.474741,-0.277537,2.167707
[1625016161.365987] accel,-5.630362,-8.680716,1.916197,gyro,0.474741,-0.277537,2.167707
[1625016161.369983] accel,-5.630362,-8.680716,1.916197,gyro,0.581206,-0.284518,2.153745
[1625016161.370607] accel,-5.772011,-8.013143,1.634736,gyro,0.581206,-0.284518,2.153745
[1625016161.374953] accel,-5.772011,-8.013143,1.634736,gyro,0.570734,-0.315934,2.174689
[1625016161.375596] accel,-5.526944,-7.097671,1.361554,gyro,0.570734,-0.315934,2.174689
[1625016161.377511] accel,-5.526944,-7.097671,1.361554,gyro,0.520120,-0.377021,2.181670
[1625016161.380258] accel,-5.368633,-6.913810,1.177524,gyro,0.520120,-0.377021,2.181670
[1625016161.381507] accel,-5.368633,-6.913810,1.177524,gyro,0.483468,-0.457306,2.150254
[1625016161.385503] accel,-5.597548,-6.819149,1.305382,gyro,0.483468,-0.457306,2.150254
[1625016161.386114] accel,-5.617681,-6.759032,1.146657,gyro,0.483468,-0.457306,2.150254
[1625016161.389596] accel,-5.617681,-6.759032,1.146657,gyro,0.425872,-0.525374,2.150254
[1625016161.390283] accel,-5.508598,-6.705927,0.913728,gyro,0.425872,-0.525374,2.150254
[1625016161.393631] accel,-5.508598,-6.705927,0.913728,gyro,0.389220,-0.562026,2.157235
[1625016161.395224] accel,-6.347259,-5.740085,-0.211352,gyro,0.396201,-0.595187,2.136291
[1625016161.401824] accel,-8.134928,-3.521420,-2.326688,gyro,0.411909,-0.609149,2.021100
[1625016161.405752] accel,-9.019690,-0.902800,-4.799529,gyro,0.291482,-0.710379,1.783735
[1625016161.410633] accel,-8.318728,-2.346267,-5.009579,gyro,0.291482,-0.710379,1.783735
[1625016161.413383] accel,-8.318728,-2.346267,-5.009579,gyro,-0.275750,-0.815098,1.647599
[1625016161.415475] accel,-6.352985,-4.322350,-2.629522,gyro,-0.650996,-0.677217,1.888454
[1625016161.420759] accel,-5.337813,-4.653772,-1.826612,gyro,-0.650996,-0.677217,1.888454
[1625016161.422197] accel,-7.226624,-7.214473,-1.017609,gyro,-0.759206,-0.404946,2.099639
[1625016161.425696] accel,-9.048967,-8.971587,-0.965427,gyro,-0.759206,-0.404946,2.099639
[1625016161.429534] accel,-9.048967,-8.971587,-0.965427,gyro,-1.050676,-0.090787,2.151999
[1625016161.430729] accel,-9.207162,-9.232670,-1.520337,gyro,-1.050676,-0.090787,2.151999
[1625016161.433422] accel,-9.207162,-9.232670,-1.520337,gyro,-1.413705,0.261770,2.108366
[1625016161.435299] accel,-9.277615,-8.975343,-1.247260,gyro,-1.413705,0.261770,2.108366
[1625016161.437569] accel,-9.277615,-8.975343,-1.247260,gyro,-1.295022,0.500880,2.047280
[1625016161.440607] accel,-9.028817,-8.994267,-0.117864,gyro,-1.295022,0.500880,2.047280
[1625016161.442718] accel,-8.523351,-8.537988,0.965370,gyro,-1.059403,0.567202,2.014118
[1625016161.445800] accel,-7.871874,-7.277070,1.458806,gyro,-1.059403,0.567202,2.014118
[1625016161.449463] accel,-7.871874,-7.277070,1.458806,gyro,-0.750480,0.528805,2.057751
[1625016161.450384] accel,-6.456799,-5.569280,1.629550,gyro,-0.750480,0.528805,2.057751
[1625016161.453081] accel,-6.456799,-5.569280,1.629550,gyro,-0.232117,0.277478,2.211340
[1625016161.455296] accel,-7.210239,-5.981618,3.489074,gyro,-0.232117,0.277478,2.211340
[1625016161.457135] accel,-7.210239,-5.981618,3.489074,gyro,0.190253,-0.225177,2.584841
[1625016161.460426] accel,-7.677593,-5.902600,3.794473,gyro,0.190253,-0.225177,2.584841
[1625016161.461383] accel,-7.607828,-6.007891,2.933309,gyro,0.237377,-0.802881,3.064806
[1625016161.465476] accel,-7.160118,-6.194635,1.919421,gyro,0.237377,-0.802881,3.064806
[1625016161.469365] accel,-7.160118,-6.194635,1.919421,gyro,0.303699,-1.153692,3.265519
[1625016161.470504] accel,-6.713075,-6.163650,1.475508,gyro,0.303699,-1.153692,3.265519
[1625016161.473146] accel,-6.713075,-6.163650,1.475508,gyro,0.605641,-1.204307,3.181744
[1625016161.475285] accel,-6.634281,-5.962433,1.553706,gyro,0.605641,-1.204307,3.181744
[1625016161.477453] accel,-6.634281,-5.962433,1.553706,gyro,1.021029,-1.090860,3.071788
[1625016161.480315] accel,-6.514902,-5.980636,1.749249,gyro,1.021029,-1.090860,3.071788
[1625016161.481466] accel,-6.574366,-6.003305,2.140362,gyro,1.302027,-0.973923,3.061316
[1625016161.485336] accel,-6.474930,-6.020901,2.057117,gyro,1.302027,-0.973923,3.061316
[1625016161.488786] accel,-6.474930,-6.020901,2.057117,gyro,1.340425,-0.900619,3.145092
[1625016161.490254] accel,-6.734565,-5.696034,1.907666,gyro,1.340425,-0.900619,3.145092
[1625016161.492763] accel,-6.734565,-5.696034,1.907666,gyro,1.261885,-0.883166,3.204433
[1625016161.495265] accel,-7.212739,-5.415047,1.575656,gyro,1.261885,-0.883166,3.204433
[1625016161.496721] accel,-7.212739,-5.415047,1.575656,gyro,1.178109,-0.863968,3.145092
[1625016161.500383] accel,-7.551554,-5.181744,1.418418,gyro,1.178109,-0.863968,3.145092
[1625016161.501335] accel,-7.780220,-5.166359,1.366232,gyro,1.178109,-0.863968,3.145092
[1625016161.505046] accel,-7.780220,-5.166359,1.366232,gyro,1.125749,-0.869204,2.981031
[1625016161.507262] accel,-7.859287,-5.287935,1.368275,gyro,1.125749,-0.869204,2.981031
[1625016161.508803] accel,-7.859287,-5.287935,1.368275,gyro,1.096079,-0.825570,2.857112
[1625016161.510195] accel,-7.819718,-5.246545,1.207469,gyro,1.096079,-0.825570,2.857112
[1625016161.512759] accel,-7.819718,-5.246545,1.207469,gyro,0.991359,-0.692925,2.792535
[1625016161.515276] accel,-7.611182,-5.201886,1.120891,gyro,0.991359,-0.692925,2.792535
[1625016161.516688] accel,-7.611182,-5.201886,1.120891,gyro,0.839515,-0.523628,2.724467
[1625016161.520440] accel,-7.571693,-5.140401,0.930244,gyro,0.839515,-0.523628,2.724467
[1625016161.521281] accel,-7.740985,-5.053817,0.876426,gyro,0.839515,-0.523628,2.724467
[1625016161.524847] accel,-7.740985,-5.053817,0.876426,gyro,0.757485,-0.370039,2.642437
[1625016161.526318] accel,-7.642006,-4.951219,0.713938,gyro,0.757485,-0.370039,2.642437
[1625016161.528529] accel,-7.642006,-4.951219,0.713938,gyro,0.734795,-0.233904,2.541208
[1625016161.531412] accel,-7.395113,-4.535333,0.438261,gyro,0.734795,-0.233904,2.541208
[1625016161.535122] accel,-7.395113,-4.535333,0.438261,gyro,0.776683,-0.125693,2.499320
[1625016161.536235] accel,-7.087829,-4.309096,0.449081,gyro,0.776683,-0.125693,2.499320
[1625016161.537855] accel,-7.087829,-4.309096,0.449081,gyro,0.863950,-0.024464,2.513283
[1625016161.540368] accel,-6.521503,-4.275964,0.101008,gyro,0.863950,-0.024464,2.513283
[1625016161.540939] accel,-5.976010,-3.955104,0.194174,gyro,0.863950,-0.024464,2.513283
[1625016161.544571] accel,-5.976010,-3.955104,0.194174,gyro,0.911074,0.139597,2.492338
[1625016161.545248] accel,-5.568813,-3.810370,1.199321,gyro,0.911074,0.139597,2.492338
[1625016161.548514] accel,-5.568813,-3.810370,1.199321,gyro,0.979141,0.249553,2.399836
[1625016161.549985] accel,-5.628539,-3.791277,1.101599,gyro,0.979141,0.249553,2.399836
[1625016161.553845] accel,-5.628539,-3.791277,1.101599,gyro,1.001831,0.301912,2.256719
[1625016161.555597] accel,-6.374344,-3.677607,1.266741,gyro,1.001831,0.301912,2.256719
[1625016161.556589] accel,-6.374344,-3.677607,1.266741,gyro,1.174618,0.273987,2.125819
[1625016161.560074] accel,-7.320623,-3.145727,0.692063,gyro,1.174618,0.273987,2.125819
[1625016161.560919] accel,-8.195558,-3.082944,0.372215,gyro,1.174618,0.273987,2.125819
[1625016161.564311] accel,-8.195558,-3.082944,0.372215,gyro,1.476560,0.191957,1.989684
[1625016161.564897] accel,-8.820644,-3.356987,0.681151,gyro,1.476560,0.191957,1.989684
[1625016161.568290] accel,-8.820644,-3.356987,0.681151,gyro,1.783738,0.064548,1.857038
[1625016161.570124] accel,-8.737753,-4.237256,1.402678,gyro,1.783738,0.064548,1.857038
[1625016161.572386] accel,-8.737753,-4.237256,1.402678,gyro,1.914638,0.001716,1.750573
[1625016161.575085] accel,-8.476430,-5.012445,1.739508,gyro,1.914638,0.001716,1.750573
[1625016161.576280] accel,-8.634295,-5.325759,1.803126,gyro,1.839589,-0.020974,1.617928
[1625016161.580375] accel,-8.634295,-5.325759,1.803126,gyro,1.740105,-0.057625,1.569059
[1625016161.585475] accel,-9.080317,-5.664764,1.776419,gyro,1.740105,-0.057625,1.569059
[1625016161.587473] accel,-9.118460,-6.114717,1.635770,gyro,1.740105,-0.057625,1.569059
[1625016161.588407] accel,-9.118460,-6.114717,1.635770,gyro,1.525430,-0.064607,1.528917
[1625016161.589966] accel,-8.710064,-6.365619,1.541090,gyro,1.525430,-0.064607,1.528917
[1625016161.592208] accel,-8.710064,-6.365619,1.541090,gyro,1.253158,-0.136165,1.497501
[1625016161.595007] accel,-9.286902,-6.276935,1.311237,gyro,1.253158,-0.136165,1.497501
[1625016161.596215] accel,-9.267206,-6.236036,1.171052,gyro,1.136221,-0.179798,1.549861
[1625016161.600774] accel,-9.257394,-6.177305,1.560252,gyro,1.242686,-0.118712,1.633636
[1625016161.606605] accel,-9.059040,-6.053655,1.674010,gyro,1.242686,-0.118712,1.633636
[1625016161.607919] accel,-9.059040,-6.053655,1.674010,gyro,1.467834,-0.075079,1.780244
[1625016161.610331] accel,-8.920435,-5.919988,1.440488,gyro,1.467834,-0.075079,1.780244
[1625016161.612038] accel,-8.920435,-5.919988,1.440488,gyro,1.670292,-0.076824,1.991429
[1625016161.614898] accel,-8.712506,-5.733943,0.945418,gyro,1.670292,-0.076824,1.991429
[1625016161.620051] accel,-8.445059,-5.516667,0.448516,gyro,1.778502,-0.101259,2.235775
[1625016161.621213] accel,-8.127885,-5.308334,-0.050088,gyro,1.778502,-0.101259,2.235775
[1625016161.623948] accel,-8.127885,-5.308334,-0.050088,gyro,1.829117,-0.122203,2.490593
[1625016161.624865] accel,-7.920077,-5.054436,0.024067,gyro,1.829117,-0.122203,2.490593
[1625016161.627920] accel,-7.920077,-5.054436,0.024067,gyro,1.806428,-0.153619,2.727958
[1625016161.629910] accel,-7.942423,-4.385044,-0.071732,gyro,1.806428,-0.153619,2.727958
[1625016161.631891] accel,-7.942423,-4.385044,-0.071732,gyro,1.705199,-0.190270,2.970559
[1625016161.634931] accel,-7.865572,-3.644716,0.128925,gyro,1.705199,-0.190270,2.970559
[1625016161.635856] accel,-7.987057,-3.018888,0.445421,gyro,1.535902,-0.258338,3.153818
[1625016161.639997] accel,-8.237710,-2.405628,0.726240,gyro,1.535902,-0.258338,3.153818
[1625016161.643973] accel,-8.237710,-2.405628,0.726240,gyro,1.370095,-0.333387,3.284718
[1625016161.644890] accel,-8.824631,-2.192355,1.884624,gyro,1.254904,-0.361313,3.312643
[1625016161.651893] accel,-8.824631,-2.192355,1.884624,gyro,1.137967,-0.410182,3.314389
[1625016161.655435] accel,-9.399814,-2.534633,2.011915,gyro,1.137967,-0.410182,3.314389
[1625016161.655991] accel,-9.478131,-2.865778,1.943048,gyro,1.034992,-0.352586,3.412127
[1625016161.664271] accel,-9.478131,-2.865778,1.943048,gyro,0.905838,-0.232158,3.516847
[1625016161.664934] accel,-9.518620,-2.666708,1.925407,gyro,0.905838,-0.232158,3.516847
[1625016161.667758] accel,-9.518620,-2.666708,1.925407,gyro,0.741777,-0.205978,3.602368
[1625016161.671353] accel,-9.618318,-2.579061,1.979060,gyro,0.741777,-0.205978,3.602368
[1625016161.671918] accel,-9.618318,-2.579061,1.979060,gyro,0.602150,-0.230413,3.659964
[1625016161.675314] accel,-9.479195,-2.575945,1.924535,gyro,0.602150,-0.230413,3.659964
[1625016161.675976] accel,-9.539392,-2.417591,1.997177,gyro,0.602150,-0.230413,3.659964
[1625016161.679574] accel,-9.539392,-2.417591,1.997177,gyro,0.446816,-0.247866,3.698361
[1625016161.680432] accel,-9.520499,-2.128586,2.317333,gyro,0.446816,-0.247866,3.698361
[1625016161.683480] accel,-9.520499,-2.128586,2.317333,gyro,0.281010,-0.232158,3.722796
[1625016161.684956] accel,-9.483356,-1.399197,2.549201,gyro,0.281010,-0.232158,3.722796
[1625016161.687498] accel,-9.483356,-1.399197,2.549201,gyro,0.174545,-0.204233,3.724541
[1625016161.690053] accel,-9.345704,-0.986824,2.606506,gyro,0.174545,-0.204233,3.724541
[1625016161.692481] accel,-9.345704,-0.986824,2.606506,gyro,0.125675,-0.169326,3.663455
[1625016161.695079] accel,-9.465533,-0.820248,2.820903,gyro,0.125675,-0.169326,3.663455
[1625016161.695942] accel,-9.385081,-1.068878,2.956738,gyro,0.125675,-0.169326,3.663455
[1625016161.699580] accel,-9.385081,-1.068878,2.956738,gyro,0.115203,-0.106495,3.570952
[1625016161.700453] accel,-9.364305,-1.327474,2.745193,gyro,0.115203,-0.106495,3.570952
[1625016161.703495] accel,-9.364305,-1.327474,2.745193,gyro,0.125675,-0.082060,3.520337
[1625016161.705139] accel,-9.404144,-1.326993,2.387224,gyro,0.125675,-0.082060,3.520337
[1625016161.707481] accel,-9.404144,-1.326993,2.387224,gyro,0.211197,-0.038427,3.572697
[1625016161.710102] accel,-9.076562,-1.219980,2.326924,gyro,0.211197,-0.038427,3.572697
[1625016161.711184] accel,-8.670055,-0.951461,2.274760,gyro,0.289736,0.013933,3.644256
[1625016161.715383] accel,-8.423929,-0.316308,2.149884,gyro,0.289736,0.013933,3.644256
[1625016161.719312] accel,-8.423929,-0.316308,2.149884,gyro,0.333370,0.003461,3.712324
[1625016161.720151] accel,-8.326706,0.275371,2.129566,gyro,0.333370,0.003461,3.712324
[1625016161.723417] accel,-8.326706,0.275371,2.129566,gyro,0.460779,-0.062861,3.728032
[1625016161.724931] accel,-8.288125,0.605422,2.269616,gyro,0.460779,-0.062861,3.728032
[1625016161.728343] accel,-8.288125,0.605422,2.269616,gyro,0.654510,-0.130929,3.698361
[1625016161.729988] accel,-7.920613,0.672829,2.337538,gyro,0.654510,-0.130929,3.698361
[1625016161.731170] accel,-7.920613,0.672829,2.337538,gyro,0.785410,-0.240885,3.628548
[1625016161.735012] accel,-8.150122,0.899213,1.967032,gyro,0.785410,-0.240885,3.628548
[1625016161.735798] accel,-8.597778,1.047419,2.591489,gyro,0.785410,-0.240885,3.628548
[1625016161.739337] accel,-8.597778,1.047419,2.591489,gyro,0.966924,-0.317679,3.626802
[1625016161.740199] accel,-8.619562,1.585562,2.864312,gyro,0.966924,-0.317679,3.626802
[1625016161.743284] accel,-8.619562,1.585562,2.864312,gyro,0.970415,-0.282773,3.543027
[1625016161.744925] accel,-8.581662,2.076983,2.595969,gyro,0.970415,-0.282773,3.543027
[1625016161.747163] accel,-8.581662,2.076983,2.595969,gyro,0.919800,-0.158855,3.419108
[1625016161.749969] accel,-8.373738,2.281949,2.390426,gyro,0.919800,-0.158855,3.419108
[1625016161.750873] accel,-8.373738,2.281949,2.390426,gyro,0.916310,-0.076824,3.255047
[1625016161.755195] accel,-8.473130,2.261153,2.044319,gyro,0.916310,-0.076824,3.255047
[1625016161.755893] accel,-8.194036,2.027987,1.824288,gyro,0.916310,-0.076824,3.255047
[1625016161.758957] accel,-8.194036,2.027987,1.824288,gyro,0.879658,-0.008756,3.077024
[1625016161.759962] accel,-8.352240,1.795340,1.688701,gyro,0.879658,-0.008756,3.077024
[1625016161.763163] accel,-8.352240,1.795340,1.688701,gyro,0.767957,0.020914,2.937397
[1625016161.765581] accel,-8.272511,1.736992,1.705720,gyro,0.767957,0.020914,2.937397
[1625016161.766933] accel,-8.272511,1.736992,1.705720,gyro,0.614368,0.057566,2.822206
[1625016161.770741] accel,-8.430699,1.522971,1.939502,gyro,0.614368,0.057566,2.822206
[1625016161.771560] accel,-8.519267,1.281286,1.941277,gyro,0.614368,0.057566,2.822206
